scat_angle,polar_frac,error_polar_frac,spf_polar,spf_polar_error,spf,spf_error
110.0,0.18613724004068669,0.01145213742927977,665.237219355068,34.559895141355184,3573.9071838051186,117.79934835380139
111.0,0.18260891668469825,0.01150886617727673,650.4958028096647,34.81002240487611,3562.234608361669,118.59945493896579
112.0,0.17907885718814393,0.011566686298013322,635.8416202924255,35.06274633209875,3550.6236206566655,119.40938188462597
113.0,0.17554866412188322,0.011628233003991493,621.3115304925516,35.33739538230422,3539.255246403788,120.16974396586775
114.0,0.1720178323707792,0.011692549818536468,606.8451598462384,35.62290321214464,3527.803783378703,120.89680833606828
115.0,0.16848742975571646,0.011755607685693269,592.4912594512598,35.895275982461456,3516.530938303768,121.69809953490079
116.0,0.16495728007855343,0.011822669591305368,578.2331418920736,36.17102468744171,3505.3508497273738,122.62186557427584
117.0,0.16142560267875117,0.011898930363578801,564.0583452667884,36.47151855901316,3494.231001195678,123.667610140143
118.0,0.15788950900195398,0.011979290411175132,549.987825228048,36.77320713494529,3483.3715596724132,124.91440735611552
119.0,0.15433384033817008,0.01206960794890358,535.9772792324794,37.10473107419134,3472.8435322938094,126.33755471181857
120.0,0.1505455204070129,0.012156174183247886,521.4795678582257,37.4393570323018,3463.9328121378853,128.01143708240903
